Etho_trial,Trial,Shelter,Order,Date,Animal_ID,Trap_ID,Mass,Sex,Dev_stage,Recap._no,Trials,Tagger,Observer,Weather,Temperature,Notes,Distance_moved,Mean_dist_AP,Total_dist_AP,Time_arena,TimeEdge1,TimeEdge2,TimeEdge3,TimeEdge4,TimeEdge5,TimeEdge6,TimeEdge7,TimeEdge8,TimeEdge9,TimeEdge10,TimeEdge11,TimeEdge12,TimeEdge13,TimeEdge14,TimeEdge15,TimeEdge16,TimeEdge17,TimeEdge18,TimeEdge19,TimeEdge20,TimeOuter1,TimeOuter2,TimeOuter3,TimeOuter4,TimeOuter5,TimeOuter6,TimeOuter7,TimeOuter8,TimeOuter9,TimeOuter10,TimeOuter11,TimeOuter12,TimeCenter1,TimeCenter2,TimeCenter3,TimeCenter4,SquaresEntered,TimeEdge,TimeOuter,TimeCenter,TimeNear,TimeFar,TimeShelter,Lat_Shelter,Lat_Entry,TimeMove,TimeStill,Velocity
Trial   324,AGG,No,5,9.01.17,46,2.9,20.5,F,A,2,3,Monica,Monica,Windy/cloudy,16.1,,2174.21,19.2059,51779,180.11,12,6,3,2,1,2,4,3,4,3,1,3,3,2,4,13,8,8,9,11,4,3,2,3,1,1,2,3,4,4,5,3,1,1,1,0,35,49.3817,8.00784,0.934248,47.5132,10.8106,-,-,-,111.309,68.734,12.103
Trial   325,AGG,No,6,9.01.17,48,5.4,29,F,A,2,3,Monica,Monica,Windy/cloudy,16.1,,3037.77,22.8657,61600.1,180.11,15,7,7,4,3,1,1,0,0,1,4,7,5,5,6,13,9,10,10,13,5,7,5,4,3,3,6,3,2,7,3,2,1,1,0,0,32,76.8085,14.8812,0.33366,63.5956,28.4278,-,-,-,142.273,37.7703,16.9353
Trial   326,AGG,No,7,9.01.17,8,6.3,32,M,A,10,3,Monica,Monica,Windy/cloudy,16.1,,1544.87,18.9579,51129.5,180.11,10,6,5,5,4,3,3,3,2,1,1,1,0,1,6,12,9,11,10,10,6,0,0,2,2,2,1,0,0,4,7,7,2,2,1,1,31,140.204,19.2855,3.06967,145.409,17.1501,-,-,-,92.624,87.4189,8.59329
Trial   327,AGG,No,8,9.01.17,53,6.7,25.5,F,A,1,3,Monica,Monica,Windy/cloudy,16.1,leans head to the right,3035.44,29.6791,80014.9,180.11,13,2,2,2,2,3,4,6,5,7,8,10,8,10,12,20,17,17,12,12,1,1,1,1,3,3,4,4,6,9,11,4,1,2,4,5,36,99.6976,15.5486,1.93523,87.2187,29.9627,-,-,-,139.804,40.2394,16.8971
Trial   328,AGG,No,9,9.01.17,31,6.9,23,M,A,3,3,Monica,Monica,Windy/cloudy,16.1,,2208.44,26.4297,71333.8,180.11,5,2,1,2,2,2,1,0,0,2,2,2,2,2,4,13,7,9,10,7,1,1,1,0,1,0,4,5,6,6,9,4,1,1,2,4,32,70.7359,21.2208,2.33562,76.8753,17.4171,-,-,-,123.788,56.2551,12.2662
Trial   329,AGG,No,10,9.01.17,49,7.8,18,F,J,2,3,Monica,Monica,Windy/cloudy,16.1,,681.511,35.4397,95651.8,180.11,1,1,1,1,0,0,1,2,0,1,1,1,1,1,2,2,1,2,1,2,1,0,2,2,2,2,1,1,3,3,2,0,0,2,3,2,30,52.3179,5.80568,4.07065,49.2482,12.946,-,-,-,61.5269,118.516,3.78527
Trial   330,AGG,No,11,9.01.17,50,7.9,21,M,A,2,3,Monica,Monica,Windy/cloudy,16.1,,3290.11,21.0391,56658.2,180.11,26,8,7,6,7,7,2,2,2,3,1,1,1,1,2,14,26,29,34,39,2,0,0,0,1,1,4,3,3,6,4,2,0,0,0,0,29,112.644,12.0118,-,109.44,15.2149,-,-,-,125.122,54.9204,18.3557
Trial   331,AGG,No,12,9.01.17,40,8.2,24.5,M,A,3,3,Monica,Monica,Windy/cloudy,16.1,botfly,522.926,7.8934,21304.3,180.11,5,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,5,1,0,0,1,0,1,0,0,1,2,3,2,1,1,0,0,22,175.772,3.73699,0.467124,159.756,20.2198,-,-,-,38.7713,141.272,2.90445
Trial   332,AGG,No,13,9.01.17,35,8.5,25.5,F,A,3,2,Monica,Monica,Windy/cloudy,16.1,"botfly, rain",1122.02,29.1263,78495.5,180.11,5,4,3,2,3,3,3,2,2,2,2,3,1,2,4,3,3,3,3,4,1,0,0,1,0,0,4,2,0,1,0,0,0,0,0,0,25,122.854,12.5456,-,61.26,74.1393,-,-,-,103.034,77.0087,6.25048
Trial   333,AP,No,1,9.01.17,45,1.2,21.5,F,A,2,3,Monica,Monica,Windy/cloudy,16.1,,862.878,32.8834,88423.5,180.11,1,2,3,1,1,2,1,1,1,1,6,4,1,1,3,4,3,2,2,2,2,2,1,1,0,1,3,2,1,1,1,3,1,0,1,2,34,161.959,14.8145,2.73601,46.312,133.197,-,-,-,66.8655,113.111,4.82841
Trial   334,AP,No,2,9.01.17,30,1.5,35.5,F,A,3,3,Monica,Monica,Windy/cloudy,16.1,preg,1977.73,34.321,92460.7,180.11,4,5,3,1,3,4,6,4,5,8,8,6,6,5,4,5,4,3,6,8,11,6,2,5,4,4,7,7,4,3,3,5,3,3,2,4,36,67.9999,43.5093,2.53582,66.3983,47.6466,-,-,-,123.121,56.9224,11.0215
-,AP,No,3,9.01.17,32,1.7,24,M,A,3,1,Monica,Monica,Windy/cloudy,16.1,Escaped after OF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   335,AP,Yes,4,9.01.17,3,7.1,38.5,F,A,13,3,Monica,Monica,Windy/cloudy,16.1,preg?,0,31.6915,85377,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   336,AP,No,5,9.01.17,46,2.9,20.5,F,A,2,3,Monica,Monica,Windy/cloudy,16.1,,4321.26,34.3179,92486.7,180.11,12,16,15,12,11,10,9,6,6,6,10,10,6,7,9,16,12,14,13,16,15,9,11,10,5,4,3,1,1,10,10,10,4,4,2,1,36,87.886,21.8214,3.00294,59.7919,52.9185,-,-,-,150.948,29.0952,24.0727
Trial   337,AP,No,6,9.01.17,48,5.4,29,F,A,2,3,Monica,Monica,Windy/cloudy,16.1,,3258.99,27.5741,74257.1,180.11,6,6,6,6,6,7,5,5,4,12,14,15,7,10,20,15,20,15,15,12,7,2,4,4,6,8,16,10,10,17,7,2,1,4,8,4,36,146.076,28.1609,4.20412,106.571,71.8704,-,-,-,139.069,40.9734,18.182
Trial   338,AP,No,7,9.01.17,8,6.3,32,M,A,10,3,Monica,Monica,Windy/cloudy,16.1,,3048.93,37.0518,99669.4,180.11,6,5,4,6,4,7,6,13,10,9,10,12,12,11,21,17,9,9,5,4,4,5,6,6,9,4,6,4,4,11,5,1,4,4,2,1,36,115.98,19.1521,2.33562,58.7909,78.677,-,-,-,129.794,50.2492,17.0482
Trial   339,AP,No,8,9.01.17,53,6.7,25.5,F,A,1,3,Monica,Monica,Windy/cloudy,16.1,leans head to the right,1681.28,24.1998,65267,180.11,7,4,3,3,6,4,4,5,5,5,7,10,6,6,8,10,8,7,7,9,2,2,2,4,2,2,3,1,2,0,0,0,1,3,1,1,33,165.762,6.8734,1.13444,123.588,50.1825,-,-,-,95.0931,84.9498,9.35206
Trial   340,AP,No,9,9.01.17,31,6.9,23,M,A,3,3,Monica,Monica,Windy/cloudy,16.1,,1167.32,32.1416,86557.3,180.11,4,4,2,2,4,3,1,1,2,2,7,7,3,3,5,8,6,6,6,5,3,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,25,148.145,9.00882,-,62.7281,94.4258,-,-,-,91.5563,88.4866,6.51252
Trial   341,AP,No,10,9.01.17,49,7.8,18,F,J,2,3,Monica,Monica,Windy/cloudy,16.1,,171.389,36.3291,97725.3,180.11,0,0,0,0,0,1,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,180.11,-,-,-,180.11,-,-,-,13.0795,166.963,0.958326
Trial   342,AP,No,11,9.01.17,50,7.9,21,M,A,2,3,Monica,Monica,Windy/cloudy,16.1,,2615.99,34.681,93499.9,180.11,6,3,2,2,4,4,5,6,8,13,16,20,10,12,16,17,15,12,8,8,1,0,0,2,1,1,16,4,6,9,3,1,0,0,1,1,32,126.057,26.0922,0.400392,78.4101,74.1393,-,-,-,132.797,47.2463,14.5622
Trial   343,AP,No,12,9.01.17,40,8.2,24.5,M,A,3,3,Monica,Monica,Windy/cloudy,16.1,botfly,333.544,38.8893,104612,180.11,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,177.507,2.60255,-,52.9185,127.191,-,-,-,34.9008,145.142,1.86502
-,AP,No,13,9.01.17,35,8.5,25.5,F,A,3,2,Monica,Monica,Windy/cloudy,16.1,"botfly, rain",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-
Trial   344,OF,No,1,9.05.17,10,1.1,30,F,A,8,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,34.8499,36.7748,99218.4,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180.11,-,-,180.11,-,-,-,-,2.13542,177.908,0.193708
Trial   345,OF,No,2,9.05.17,32,2.7,25,M,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,1089.33,29.2181,78830.3,180.11,3,4,1,1,4,3,3,2,2,4,2,1,3,3,5,2,3,2,1,3,4,1,2,6,3,2,3,1,0,3,2,2,3,4,2,1,35,160.49,16.5495,3.00294,62.5279,117.515,-,-,-,96.4945,83.5485,6.05487
Trial   346,OF,No,3,9.05.17,35,9.5,29.5,F,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,preg + botfly,1972.64,35.4209,95601.1,180.11,3,1,1,1,1,7,4,1,1,2,7,2,2,1,3,2,4,5,3,4,1,1,1,1,0,0,0,2,2,0,2,1,0,0,1,2,30,150.414,10.5437,15.682,52.4514,124.188,-,-,-,83.8821,96.1608,10.9565
Trial   347,OF,No,4,9.05.17,45,1.2,25,F,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,895.307,19.5831,52521.9,179.576,3,1,1,1,1,1,1,1,1,1,5,3,1,2,6,5,2,3,2,2,0,0,0,0,0,0,1,0,3,3,1,0,1,0,1,2,27,171.101,2.26889,3.40333,145.009,31.7644,-,-,-,64.2629,115.113,5.01175
Trial   348,OF,No,5,9.05.17,30,1.6,27,F,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,3389.97,38.1301,102646,180.11,4,5,7,4,4,4,10,12,10,9,6,11,15,11,7,9,8,5,5,4,6,6,5,9,9,7,8,9,4,6,6,8,4,2,6,6,36,85.2168,22.6221,2.86948,46.6457,64.0627,-,-,-,148.279,31.6977,18.9058
Trial   349,OF,No,6,9.05.17,48,3.3,29,F,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2308.53,33.2391,89479.7,179.976,5,4,2,4,4,6,4,4,5,11,11,11,7,7,10,10,5,5,6,5,2,2,3,2,1,3,7,3,3,2,2,2,1,2,1,2,36,163.827,12.4789,1.00098,57.7232,119.584,-,-,-,110.842,69.0009,12.865
Trial   350,OF,No,7,9.05.17,8,5.2,29.5,M,A,11,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,1058.69,27.6466,74563,180.11,10,3,2,1,2,5,6,6,5,4,2,2,2,3,5,7,2,3,7,10,1,1,1,2,2,0,1,0,1,1,1,1,1,2,0,0,32,167.431,7.94111,0.467124,98.363,77.4759,-,-,-,82.8144,97.2285,5.88896
Trial   351,OF,No,8,9.05.17,57,5.5,27,M,A,1,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2277.08,28.698,77341.1,180.11,7,5,4,4,6,7,7,1,5,9,5,11,17,10,9,4,0,1,4,5,4,4,6,13,8,7,11,16,7,4,4,5,7,6,7,5,35,108.773,40.9734,10.5437,67.2659,93.0244,-,-,-,111.776,68.2668,12.685
Trial   352,OF,No,9,9.05.17,51,6.1,22,M,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,5313.34,33.1785,89548.8,180.11,1,2,6,7,8,5,14,15,32,33,11,24,16,6,1,0,1,3,4,3,10,16,15,20,33,53,56,38,17,9,11,13,18,24,40,17,35,81.3463,76.8753,21.8214,30.0294,150.014,-,-,-,158.422,21.6212,29.5115
Trial   353,OF,No,10,9.05.17,31,6.8,27,M,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2306.92,36.8506,99275.4,180.11,5,8,6,4,5,7,7,5,4,6,9,7,6,4,10,8,3,6,7,4,5,3,4,4,4,3,5,5,2,3,3,2,2,3,2,1,36,80.6123,16.5495,4.00392,35.8351,65.3306,-,-,-,112.911,66.7987,12.8512
Trial   354,OF,No,11,9.05.17,?,7.4,25.5,M,A,?,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,4683.98,28.3825,76519.2,180.11,17,11,5,7,9,13,9,5,7,8,11,6,4,4,6,3,4,4,4,5,5,3,3,4,4,2,6,5,2,4,6,10,3,1,2,2,36,133.197,18.9519,2.33562,77.4759,77.0087,-,-,-,138.536,41.5073,26.0642
Trial   355,OF,No,12,9.05.17,50,7.9,21.5,M,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,4345.64,33.3884,90115.3,180.11,9,10,9,8,9,9,6,7,6,17,15,9,10,12,11,5,10,10,12,11,7,1,3,8,7,6,23,4,6,14,7,6,4,4,5,7,36,96.8949,28.1609,3.67026,57.6564,71.0696,-,-,-,144.208,35.8351,24.1367
Trial   356,OF,No,13,9.05.17,58,8.5,9.5,U,J,1,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,Sgu lille!!,1438.23,37.4248,100822,180.043,3,2,1,2,2,3,3,3,4,5,5,7,12,14,2,1,1,0,0,1,1,1,0,0,0,3,7,1,3,2,1,0,1,0,0,1,28,152.416,16.1491,4.93817,60.6594,112.844,-,-,-,89.6211,90.2884,8.00902
Trial   357,OF,No,14,9.05.17,41,9.2,25.5,M,A,2,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,"botfly, escaped after trials",3265.04,46.2129,122603,178.174,6,2,2,0,0,2,2,36,15,3,3,2,1,1,1,0,0,0,1,1,1,4,0,1,1,2,2,2,2,2,1,1,1,1,2,2,30,27.4269,5.13836,3.00294,10.6104,24.9578,-,-,-,86.2845,91.4228,18.5122
Trial   358,OF,No,15,9.05.17,60,10.9,20.5,F,A,1,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2805.64,36.3497,97962.4,180.11,6,7,4,4,8,14,8,6,7,5,10,11,6,2,3,4,5,2,2,3,4,4,5,10,4,7,6,7,4,4,3,4,3,3,7,2,36,79.2776,22.8891,3.67026,35.2345,70.6025,-,-,-,153.35,26.6928,15.6237
Trial   359,OF,No,16,9.05.17,52,11.4,32,F,A,3,2?,Monica,Monica,"sunny/windy, then cloudy/windy",9,preg = ex-botfly? Camera died during Agg,2957.74,33.0779,89244.3,180.11,4,4,2,1,5,7,9,9,4,7,9,18,20,9,11,10,8,8,5,6,3,3,1,2,3,10,9,11,10,6,9,3,3,2,3,1,36,116.981,26.2924,2.00196,71.47,73.8056,-,-,-,130.061,49.9823,16.4401
Trial   360,OF,No,17,9.05.17,39,1.5,24,M,A,4,1,Monica,Monica,"sunny/windy, then cloudy/windy",9,,3983.35,33.8986,91221.2,180.11,4,9,10,9,7,9,10,3,4,10,10,7,9,14,10,19,16,2,5,6,7,5,11,11,11,12,13,4,4,8,4,5,0,3,5,4,35,106.438,24.3572,7.20706,67.6662,70.3355,-,-,-,140.738,39.3051,22.2399
Trial   361,AGG,No,1,9.05.17,10,1.1,30,F,A,8,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,491.972,35.187,94969.8,180.11,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,1,2,2,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,22,176.239,2.13542,1.60157,15.8155,164.161,-,-,-,25.9587,154.084,2.73252
Trial   362,AGG,No,2,9.05.17,32,2.7,25,M,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,1782.48,24.5818,66346.4,180.11,7,4,3,2,4,2,1,1,0,1,2,4,1,0,3,4,5,4,8,10,3,3,1,0,1,0,4,3,1,3,2,4,3,1,3,1,32,166.096,9.34248,3.60353,88.153,90.889,-,-,-,95.0264,85.0166,9.90028
Trial   363,AGG,No,3,9.05.17,35,9.5,29.5,F,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,preg + botfly,1066.49,30.1443,81329.2,180.11,5,2,2,2,2,2,2,4,4,2,4,5,2,2,4,4,2,2,4,2,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,24,170.5,5.27183,-,84.8164,90.9557,-,-,-,100.966,79.0774,5.92791
Trial   364,AGG,No,4,9.05.17,45,1.2,25,F,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,1255.83,29.4648,79496.1,180.11,10,4,2,3,3,6,2,2,1,1,1,2,2,2,2,4,3,2,2,2,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,25,174.905,1.53484,-,67.9999,108.44,-,-,-,68.9342,111.042,6.98036
Trial   365,AGG,No,5,9.05.17,30,1.6,27,F,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2385.15,24.6894,66636.6,180.11,15,3,4,4,4,7,5,6,5,2,3,4,4,1,3,7,3,4,3,8,5,3,1,4,5,8,3,6,7,7,3,6,4,2,5,3,36,58.1236,11.1442,1.93523,42.7752,28.4278,-,-,-,118.649,61.3934,13.2477
Trial   366,AGG,No,6,9.05.17,48,3.3,29,F,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2328.9,23.7846,64194.6,180.11,12,6,2,2,1,3,3,3,4,2,3,6,5,4,6,10,4,5,7,7,2,2,1,2,2,4,5,3,2,3,2,4,1,2,1,0,35,74.7398,9.67614,0.800784,58.1903,27.0265,-,-,-,136.067,43.9764,12.9352
Trial   367,AGG,No,7,9.05.17,8,5.2,29.5,M,A,11,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,1688.72,24.298,65555.9,180.11,6,7,3,1,1,0,0,0,0,1,1,1,0,5,12,12,11,9,6,2,4,2,1,1,0,1,1,2,6,10,9,6,2,0,2,3,29,115.647,15.2816,2.40235,125.122,8.20804,-,-,-,114.779,65.1972,9.38652
Trial   368,AGG,No,8,9.05.17,57,5.5,27,M,A,1,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,3149.69,20.5233,55351.3,180.11,14,6,4,4,1,1,2,3,2,3,4,6,3,1,4,17,20,14,21,22,9,5,2,2,2,6,9,2,1,4,3,3,4,5,5,1,36,106.438,12.4789,1.73503,99.2972,21.3542,-,-,-,136.534,43.5093,17.5136
Trial   369,AGG,No,9,9.05.17,51,6.1,22,M,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,3112.56,26.1386,70548.1,180.11,8,8,5,1,1,4,7,5,4,4,7,11,14,9,6,6,14,15,13,11,10,8,4,4,10,8,9,21,16,12,13,11,11,9,17,20,36,104.369,56.5887,18.7517,101.7,78.0097,-,-,-,156.086,23.9568,17.2879
Trial   370,AGG,No,10,9.05.17,31,6.8,27,M,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2210.62,27.3337,73773.7,180.11,7,3,2,3,6,4,0,0,0,1,1,6,2,3,7,8,2,3,4,5,4,3,2,1,0,1,6,6,6,5,5,5,3,0,3,3,31,67.2659,15.1482,4.47104,55.521,31.364,-,-,-,135.132,44.9106,12.2783
Trial   371,AGG,No,11,9.05.17,?,7.4,25.5,M,A,?,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2565.57,27.525,74289.9,180.11,15,9,8,7,8,8,6,5,3,2,5,13,11,9,9,12,7,6,9,10,2,0,2,4,3,3,8,4,5,3,3,3,2,2,2,2,35,120.318,18.685,2.46908,75.8076,65.6643,-,-,-,128.593,51.4504,14.2498
Trial   372,AGG,No,12,9.05.17,50,7.9,21.5,M,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,1147.93,17.3586,46851,180.11,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1.13444,-,0.133464,0.734052,0.533856,-,-,-,42.7085,137.334,6.37587
Trial   373,AGG,No,13,9.05.17,58,8.5,9.5,U,J,1,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,Sgu lille!!,833.516,27.9114,75305,180.11,5,1,0,0,0,0,0,0,0,1,2,4,2,1,3,5,4,6,7,6,1,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,18,140.604,3.5368,-,133.998,10.1433,-,-,-,73.6721,106.371,4.63297
Trial   374,AGG,No,14,9.05.17,41,9.2,25.5,M,A,2,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,"botfly, escaped after trials",3131.01,21.7833,58662.5,179.976,20,6,1,1,1,1,1,0,1,4,5,9,7,4,7,11,22,18,16,23,7,1,0,1,1,3,5,5,5,9,3,7,6,1,4,4,34,107.705,15.0814,2.60255,100.498,24.891,-,-,-,122.787,57.0559,17.4421
Trial   375,AGG,No,15,9.05.17,60,10.9,20.5,F,A,1,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2253.81,23.5905,63670.9,180.11,9,6,4,4,2,2,2,1,2,1,1,2,3,3,4,8,9,9,9,9,3,0,1,1,1,0,1,1,1,2,1,3,2,2,1,2,34,56.8557,4.27085,1.6683,52.8517,9.94307,-,-,-,139.737,40.3061,12.5182
Trial   376,AGG,No,16,9.05.17,52,11.4,32,F,A,3,2?,Monica,Monica,"sunny/windy, then cloudy/windy",9,preg = ex-botfly? Camera died during Agg,1962.91,20.9564,39460.9,125.656,14,5,3,2,2,2,2,1,1,5,8,4,2,2,4,4,5,7,8,13,1,2,2,3,2,1,4,3,2,1,5,1,1,2,1,3,36,101.566,6.6732,0.867516,82.8811,26.2257,-,-,-,88.887,36.7026,15.6296
-,AGG,No,17,9.05.17,39,1.5,24,M,A,4,1,Monica,Monica,"sunny/windy, then cloudy/windy",9,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   377,AP,No,1,9.05.17,10,1.1,30,F,A,8,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,236.112,37.8985,102288,180.11,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,175.171,4.93817,-,-,180.11,-,-,-,16.6163,163.427,1.31142
Trial   378,AP,No,2,9.05.17,32,2.7,25,M,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,386.796,53.182,143538,180.11,0,0,0,0,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,173.703,5.80568,-,-,179.509,-,-,-,30.1629,149.88,2.14836
Trial   379,AP,No,3,9.05.17,35,9.5,29.5,F,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,preg + botfly,1277.01,30.1571,81393.9,180.11,4,1,1,1,1,7,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,18,169.166,9.47594,-,43.576,135.066,-,-,-,34.9008,145.142,7.09282
Trial   380,AP,No,4,9.05.17,45,1.2,25,F,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,486.75,42.4948,114694,180.11,1,2,1,1,1,1,1,1,1,1,3,0,0,0,0,1,1,1,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,177.307,2.20216,-,42.9754,136.534,-,-,-,29.1619,150.881,2.70352
Trial   381,AP,No,5,9.05.17,30,1.6,27,F,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2810.82,24.9788,67417.7,180.11,9,10,11,9,14,4,8,7,5,4,3,8,9,4,3,6,7,6,5,8,11,9,8,13,3,6,5,4,4,7,8,7,7,4,3,3,36,96.4277,33.2325,3.80372,74.8733,58.5907,-,-,-,139.47,40.5731,15.612
Trial   382,AP,No,6,9.05.17,48,3.3,29,F,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2578.06,29.9015,80704.1,180.11,7,3,2,3,4,4,4,8,8,8,7,12,11,12,17,15,9,7,10,15,5,2,2,5,4,5,10,3,4,6,4,3,0,1,1,1,35,158.889,17.2836,0.200196,110.775,65.5976,-,-,-,127.992,52.051,14.3191
Trial   383,AP,No,7,9.05.17,8,5.2,29.5,M,A,11,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2241.08,26.5092,71548.3,180.11,9,5,3,3,4,2,7,13,12,11,10,6,4,5,10,12,7,4,5,10,3,3,3,5,6,6,4,3,2,6,3,0,2,1,5,4,35,146.81,18.0844,5.93915,89.2874,81.5465,-,-,-,123.254,56.7889,12.4475
Trial   384,AP,No,8,9.05.17,57,5.5,27,M,A,1,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2120.36,26.9203,72657.9,180.11,4,2,3,3,7,3,2,1,1,3,8,8,4,3,5,6,7,8,9,11,5,5,4,7,4,4,8,5,2,4,3,3,4,1,3,3,36,113.511,38.6378,6.53974,79.5445,79.1442,-,-,-,119.851,60.1923,11.777
Trial   385,AP,No,9,9.05.17,51,6.1,22,M,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,1962.82,29.6052,79874.9,180.11,2,1,1,2,2,1,3,4,5,12,11,16,9,6,2,5,9,7,4,4,3,1,2,2,7,13,18,5,2,3,1,3,2,2,3,1,36,110.975,60.0588,4.60451,82.9479,92.6907,-,-,-,137.401,42.6417,10.91
Trial   386,AP,No,10,9.05.17,31,6.8,27,M,A,4,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2326.03,35.5038,95824.8,180.11,2,1,0,0,1,7,4,2,4,7,11,6,5,4,6,4,3,7,5,6,3,1,0,1,1,10,7,1,1,4,3,0,2,2,1,2,32,141.872,31.5642,5.47202,63.5956,115.313,-,-,-,103.568,76.4749,12.9193
Trial   387,AP,No,11,9.05.17,?,7.4,25.5,M,A,?,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,1852.88,28.9726,78168.1,180.11,8,5,1,1,3,3,3,3,5,14,10,12,9,10,12,15,11,7,5,7,7,2,1,2,1,3,8,5,3,4,3,6,2,0,1,1,35,142.673,27.0932,1.4681,114.178,57.0559,-,-,-,113.645,66.3983,10.299
Trial   388,AP,No,12,9.05.17,50,7.9,21.5,M,A,3,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,672.456,34.2503,92441.4,180.11,1,1,1,0,0,0,0,0,0,2,3,2,2,2,3,5,6,2,1,1,1,1,0,0,0,0,2,1,0,2,3,0,1,1,0,1,23,168.231,6.53974,1.20118,164.761,11.211,-,-,-,54.9872,125.056,3.73497
